object_id,area,elev_mean,clay_0_30cm_mean,sand_0_30cm_mean,silt_0_30cm_mean,artificial_surfaces_perc,agricultural_areas_perc,forests_and_seminatural_areas_perc,wetlands_perc,water_bodies_perc,p_mean,p_seasonality,frac_snow,high_prec_freq,low_prec_freq,high_prec_dur,low_prec_dur
DE214120,18.61,467.9,31.69,24.59,43.72,0,44.41,55.59,0,0,2.35,0,0.08,17.9,234.27,1.19,3.87
DE214130,33.79,457.21,32.04,24.82,42.96,0.35,38.01,61.64,0,0,2.33,0.01,0.08,18,232.61,1.19,3.87
DE214140,35.19,357.83,28.75,26.99,41.24,2.98,82.44,14.58,0,0,2.07,0.06,0.06,18.35,237.77,1.19,3.87
DE214150,52.62,349.55,27.92,26.76,40.73,4.97,76.22,17.35,0.46,1.01,1.91,0.14,0.06,18.73,246.68,1.19,3.87
DE214160,378.79,342.45,29.48,27.97,39.91,3.35,59.46,37.18,0,0,1.89,0.12,0.06,17.72,238.96,1.19,3.88
DE214170,163.26,338.42,30.47,28.47,39.46,1.57,57.71,40.72,0,0,1.81,0.13,0.06,17.43,231.46,1.19,3.88
DE214190,161.94,367.83,29.59,27.95,41.31,1.24,43.78,54.98,0,0,1.82,0.11,0.06,17.56,228.6,1.19,3.88
DE214200,377.81,352.22,28,27.59,42.12,2.56,46.13,51.31,0,0,1.88,0.12,0.06,18.22,240.65,1.19,3.88
DE214210,37.94,362.81,28.18,27.23,40.64,5.44,53.12,41.44,0,0,1.85,0.11,0.06,18.78,245.39,1.19,3.88
DE214220,3859.21,423.44,24.54,26.62,39.45,10.44,46.47,42.69,0,0.4,2.07,0.15,0.07,16.2,228.52,1.19,3.88
DE214230,6979.66,404.69,25.42,26.28,40.59,8.45,51.28,39.97,0,0.29,2.06,0.14,0.07,15.7,226.12,1.19,3.88
DE214240,961.48,435.93,25.96,25.76,40.54,7.52,52.15,38.84,0,1.49,1.95,0.2,0.06,16.92,237.25,1.19,3.88
DE214250,1815.46,425.02,24.52,27.43,39.41,9.49,47.41,42.32,0,0.79,1.98,0.21,0.07,16.68,233.13,1.19,3.88
DE214260,24.8,468.23,32.66,21.05,44.02,2.96,48.28,48.76,0,0,1.8,0.1,0.05,20.5,256.34,1.19,3.88
DE214270,65.04,465.94,32.47,22.05,43.17,2.34,52.01,45.65,0,0,1.88,0.11,0.06,17.98,243.31,1.19,3.88
DE214280,118.53,458.82,30.94,22.03,42.47,4.38,57.66,37.95,0,0,1.91,0.16,0.07,17.99,241.07,1.19,3.88
DE214290,375.75,443.82,27.11,26.13,40.4,7.5,57.51,34.99,0,0,1.9,0.17,0.07,17.6,239.83,1.19,3.89
DE214310,30.45,461.38,25.85,22.22,42.43,9.94,70.51,19.55,0,0,1.94,0.27,0.06,19.31,246.25,1.19,3.89
DE214320,162.72,462.83,26.35,22.87,44.08,8.58,69.02,22.41,0,0,1.98,0.24,0.06,17.68,231.51,1.19,3.89
DE214330,254.08,453.76,25.68,22.65,41.58,6.32,57.69,31.24,0,4.75,1.95,0.23,0.06,18.24,241.6,1.19,3.89
DE214340,38.56,489.93,28.6,22.8,46.32,2.53,78.88,18.59,0,0,2.05,0.23,0.07,18.25,238.87,1.19,3.89
DE214350,176.37,414.69,24.4,27.42,39.64,8.29,47.3,43.3,0,1.11,2.03,0.23,0.06,17.9,240.93,1.19,3.89
DE214360,124.1,411.99,23.73,33.55,39.34,5.29,51,43.72,0,0,1.88,0.2,0.06,18.21,244.04,1.19,3.89
DE214370,208.23,492.99,26.43,24.86,40.01,10.57,54.58,34.85,0,0,2.41,0.09,0.09,16.67,221.67,1.19,3.89
DE214380,322.15,460.9,24.94,26.64,38.69,12.71,42.56,44.73,0,0,2.31,0.13,0.08,16.54,219.12,1.19,3.89
DE214400,47.29,412.35,27.2,27.35,41.09,4.63,73.58,21.79,0,0,1.81,0.16,0.06,18.1,248.59,1.19,3.89
DE214410,294.04,402.64,25.42,30.33,40.8,3.8,66.07,30.13,0,0,1.71,0.22,0.05,18.34,254.31,1.19,3.89
DE214420,78.64,430.97,27.19,26.98,43.32,3.32,60.58,36.09,0,0,1.86,0.17,0.06,17.82,245.98,1.19,3.89
DE214430,96.31,495.64,27.82,25.35,43.06,5.34,49.51,45.15,0,0,2.27,0.02,0.08,18,239.39,1.19,3.89
DE214440,315.89,487.48,28.15,26.44,42.77,3.75,41.86,54.39,0,0,2.36,0.02,0.08,18,233.29,1.19,3.9
DE214450,470.53,488.43,28.43,25.66,44.01,3.27,41.78,54.95,0,0,2.42,0.02,0.09,17.35,228.55,1.19,3.9
DE214460,942.24,480.79,28.21,24.83,43.95,4.21,45.08,50.61,0,0.1,2.47,0.01,0.09,17.31,227.36,1.18,3.9
DE214470,1188.13,458.38,26.38,25.16,41.77,8.49,38.65,52.76,0,0.11,2.37,0.07,0.08,16.78,226.61,1.18,3.9
DE214480,102.27,504.1,29.04,22.5,46.63,2.34,49.53,48.13,0,0,2.42,0.03,0.09,17.57,229.28,1.18,3.9
DE214490,62.89,489.33,28.18,24.36,45,5.27,43.44,51.29,0,0,2.72,-0.05,0.1,16.86,225.85,1.18,3.9
DE214500,80.45,414.3,24.03,31.34,37.61,9.05,28.23,62.71,0,0,2.28,0.12,0.07,18.48,234.28,1.18,3.9
DE214510,76.42,410.02,29.94,25.9,42.53,1.83,59.36,38.81,0,0,1.85,0.17,0.06,18.16,245.35,1.18,3.9
DE214520,170.3,395.22,27.59,27.15,42.11,3.49,63.97,32.54,0,0,1.85,0.17,0.06,17.71,243.79,1.18,3.9
DE214530,246.17,382.37,25.72,27.57,40.89,6.13,65.3,28.58,0,0,1.85,0.16,0.06,17.78,244.39,1.18,3.9
DE214540,35.42,378.29,22.12,31.54,37.34,8.45,29.97,61.58,0,0,2,0.17,0.05,18.55,242.27,1.18,3.9
DE214550,41.91,396.95,26.84,28.44,44.04,0.6,60.36,39.04,0,0,1.92,0.15,0.06,18.14,244.21,1.18,3.9
DE214560,167.08,360.3,23.92,27.38,41.17,8.63,60.25,30.62,0,0.49,1.92,0.14,0.06,17.94,243.47,1.18,3.9
DE214570,79.57,430.89,27.15,25.96,41.98,6.56,71.49,21.95,0,0,2.37,0.06,0.08,17.07,224.83,1.18,3.9
DE214580,185.41,385.09,24.63,26.81,38.95,11.62,63.9,24.49,0,0,2.21,0.11,0.07,17.65,232.99,1.18,3.91
DE214590,134.16,471.16,29.81,25.12,43.84,2.32,59.6,38.08,0,0,2.32,0.03,0.09,17.38,227.41,1.18,3.91
DE214600,433.47,460.98,29.5,24.94,44.24,2.01,59.79,38.19,0,0,2.2,0.07,0.07,17.67,237.7,1.18,3.91
DE214610,662.2,464.6,29.35,25.25,44.15,2.21,55.3,42.49,0,0,2.33,0.02,0.09,16.91,228.09,1.18,3.91
DE214630,116.13,487.18,27.98,26.46,44.09,3.71,40.41,55.88,0,0,2.48,-0.01,0.09,17.67,229.54,1.18,3.91
DE214640,83.85,477.69,30.67,22.58,45.37,1.2,59.16,39.64,0,0,2.51,0.02,0.09,17.56,230.3,1.18,3.91
DE214650,61.98,511.64,29.01,24.46,45.9,2.48,49.21,48.31,0,0,2.58,-0.03,0.1,17.09,221.56,1.18,3.91
DE214660,98.19,378.85,30.42,19.68,44.56,5.82,74.74,19.44,0,0,1.77,0.14,0.05,18.33,247.94,1.18,3.91
DE214670,280.26,354.55,29.38,21.78,43.87,5.5,76.27,18.23,0,0,1.77,0.19,0.06,17.47,239.15,1.18,3.91
DE214680,687.69,353.74,27.81,23.58,44.65,4.09,64.53,31.38,0,0,1.84,0.15,0.05,17.65,242.68,1.18,3.91
DE214690,948.73,344.02,26.71,25.03,43.53,4.61,62.39,32.97,0,0.03,1.85,0.17,0.06,17.43,240.41,1.18,3.91
DE214700,985.94,342.27,26.63,25.33,43.36,4.49,61.7,33.73,0,0.07,1.73,0.11,0.05,17.8,252.03,1.18,3.91
DE214710,64.62,374.47,26.96,24.04,46.49,2.67,55.43,41.9,0,0,1.95,0.12,0.06,18,242.37,1.18,3.91
DE214720,280.53,346.34,26.01,28.06,42.65,3.6,59.6,36.8,0,0,1.91,0.12,0.06,18,239.61,1.18,3.91
DE214730,110.35,377.31,27.17,24.91,46.88,0.58,35.14,64.28,0,0,2.12,0.05,0.06,18.18,238.29,1.18,3.91
DE214740,297.89,360.04,26.6,26.24,45.41,1.52,40.71,57.77,0,0,2.02,0.09,0.06,17.68,238.81,1.18,3.92
DE214750,139.62,310.83,29.2,25.07,42.34,3.77,70.02,26.21,0,0,1.87,0.09,0.05,18.8,246.62,1.18,3.92
DE214760,15.85,375.74,29.36,27.02,42.04,2.16,40.8,57.05,0,0,1.98,0.15,0.06,17.75,242.99,1.18,3.92
DE214770,43.37,297.96,28.67,24.49,38.9,7.69,66.11,26.2,0,0,1.85,0.18,0.05,17.77,244.18,1.18,3.92
DE214780,77.66,293.56,29.02,24.4,43.43,2.81,74.18,23,0,0,1.92,0.14,0.04,17.43,241.41,1.18,3.92
DE214790,79.29,292.07,26.09,25.28,42.33,6.52,64.13,29.35,0,0,1.81,0.2,0.04,18.18,246.31,1.18,3.92
DE214800,149.77,301.46,29.08,19.8,47.39,4.02,85.04,10.94,0,0,1.8,0.2,0.04,17.43,246.49,1.18,3.92
DE214810,126.75,277.97,27.18,14.05,45.09,15.41,70.45,14.14,0,0,1.67,0.14,0.04,19.25,251.31,1.18,3.92
DE214830,332.89,285.47,29.7,17.19,47.11,7.16,77.5,15.34,0,0,1.76,0.08,0.05,18.29,246.96,1.18,3.92
DE214840,598.29,283.91,29.48,18.01,48.02,5.54,67.56,26.9,0,0,1.78,0.07,0.04,18.33,245.16,1.18,3.92
DE214850,89.3,321.71,29.39,23.95,43.08,3.06,76.27,20.66,0,0,1.72,0.16,0.05,19,249.73,1.18,3.92
DE214860,1042.76,396.43,28.75,22.59,45.27,4.07,60.89,34.96,0.09,0,1.98,0.04,0.08,17.35,232.34,1.18,3.92
DE214880,1581.27,383.04,28.75,22.1,45.49,4.55,57.22,38.15,0.06,0.02,1.97,0.05,0.07,17.06,233.18,1.18,3.93
DE214890,2124.97,374.98,28.46,22.5,45.58,4.34,53.55,42.05,0.04,0.02,2,0.04,0.07,16.87,231.63,1.18,3.93
DE214900,155.28,352.29,28.59,26.87,42.49,3.21,69.86,26.93,0,0,1.81,0.12,0.06,17.7,242.38,1.18,3.93
DE214910,63.79,592.57,28.06,21.95,47.48,3.39,53.52,42.32,0.77,0,2.44,-0.05,0.12,16.46,223.72,1.18,3.93
DE214920,435.35,439.25,29.26,21.91,46.19,3.08,55.58,41.13,0.21,0,2.04,-0.01,0.09,17.81,234.74,1.18,3.93
DE214930,40.96,452.39,28.79,24.45,46.76,0.61,25.94,73.45,0,0,2.13,-0.09,0.09,17.61,232.88,1.18,3.93
DE214940,92.28,475.36,29.14,21.94,46.61,1.92,49.6,48.48,0,0,2.09,-0.09,0.09,18.48,238.76,1.18,3.93
DE214950,47.89,664.21,28.36,23.3,45.03,5.41,42.6,51.99,0,0,2.85,-0.12,0.13,17.44,221.48,1.18,3.93
DE214960,112.31,535.25,28.2,24.5,45.42,3.77,36.79,59.44,0,0,2.54,-0.09,0.11,16.95,222.48,1.18,3.93
DE214970,152.76,339.19,30.06,21.24,46.01,3.1,66.66,30.03,0,0.21,1.81,0.1,0.06,19.28,248.07,1.18,3.93
DE214980,76.53,433.27,27.8,25.01,45.1,3.29,46.84,49.87,0,0,2.26,-0.03,0.07,17.82,230.3,1.18,3.93
DE214990,12.34,407.53,26.49,26.01,44.46,6.82,61.22,31.96,0,0,2.2,-0.03,0.07,18.6,232.89,1.18,3.93
DE215010,91.3,600.85,28.62,22.77,44.74,6.35,25.83,67.82,0,0,2.75,-0.05,0.12,16.15,216.57,1.18,3.93
DE215020,462.9,459.17,28.67,23.21,46.18,3.5,27.99,68.51,0,0,2.55,-0.03,0.09,16.35,218.87,1.18,3.93
DE215030,619.34,433.09,28.34,23.47,46.34,3.21,24.03,72.77,0,0,2.53,-0.06,0.08,16.49,220.95,1.18,3.93
DE215040,68.87,428.12,28.71,22.9,46.69,3.44,25.61,70.95,0,0,2.87,-0.11,0.07,16.93,220.6,1.18,3.93
DE215050,218.12,402.29,27.98,24.46,45.67,3.51,19.92,76.58,0,0,2.84,-0.09,0.07,16.91,219.49,1.18,3.93
DE215060,147.07,397.25,27.38,24.59,46.65,2.89,14.58,82.53,0,0,2.61,-0.13,0.07,17.8,225.64,1.18,3.93
DE215080,120.44,300.21,27.86,13.56,52.65,6.78,62.25,30.97,0,0,1.8,0.1,0.04,18.81,247.52,1.18,3.93
DE215090,75.16,436.96,33.87,20.15,44.13,2.89,74.67,22.44,0,0,2.13,0.06,0.07,17.45,235.64,1.18,3.93
DE215100,166.94,335.57,30.34,16.43,49.29,3.76,88.99,7.25,0,0,1.78,0.2,0.05,17.86,246.72,1.18,3.93
DE215110,242.14,364.35,29.68,19.29,48.64,3.76,51.1,45.14,0,0,2.02,0.04,0.05,17.98,238.05,1.18,3.93
DE215120,399.68,401.83,26.49,22.32,47.81,5.72,31.14,63.15,0,0,2.3,-0.02,0.06,17.99,230.64,1.18,3.94
DE215140,81.29,389.51,26.7,24.98,46.93,2.91,14.86,82.23,0,0,2.53,-0.02,0.06,18.03,226.51,1.18,3.94
DE215150,144.09,360.29,26.03,24.7,46.88,3.45,24.37,72.18,0,0,2.39,0.06,0.06,17.19,225.65,1.18,3.94
DE215160,142.71,293.42,24.41,23.39,43.8,9.26,36.15,54.59,0,0,2.5,0.02,0.05,17.36,228.23,1.18,3.94
DE215170,64.79,352.79,26.5,23.07,47.14,5.39,37.67,56.94,0,0,2.61,-0.03,0.05,17.58,226.64,1.18,3.94
DE215180,181.42,302.93,25.95,23.39,44.61,8.86,44.18,46.96,0,0,2.44,0.03,0.04,17.35,228.25,1.18,3.94
DE215190,114.42,651.96,23.95,32.15,41.03,1.93,46.87,50.75,0,0.45,2.68,0.05,0.15,16.51,218.06,1.18,3.94
DE215220,122.29,627.84,23.04,32.05,39.67,7.13,47.34,45.52,0,0,2.41,0.03,0.14,17.54,229.12,1.18,3.94
DE215240,70.39,632.16,22.72,32.46,37.72,8.88,50.59,40.53,0,0,2.34,0.02,0.13,18.25,233.88,1.18,3.94
DE215270,47.03,602.04,23.73,33.05,40.34,4.49,66.9,28.6,0,0,2.58,0.04,0.11,17.35,225.79,1.18,3.94
DE215280,231.34,585.38,22.39,32.98,39.55,5.65,60.62,33.26,0,0.47,2.33,0.08,0.12,16.33,218.16,1.18,3.94
DE215340,201.74,601.25,24.54,29.65,40.96,6.18,62.57,31.25,0,0,2.49,0.02,0.13,16.3,212.73,1.18,3.94
DE410020,380.6,58.84,10.05,60.99,20.04,2.83,71.93,17.03,1.52,6.69,1.51,0.25,0.06,17.14,241.92,1.18,3.94
DE410030,130.35,74.25,11.53,64.79,22,2.68,88.15,8.67,0.28,0.21,1.57,0.21,0.08,16.16,227.1,1.18,3.94
DE410130,48.98,128.81,9.56,60.14,17.31,15.66,29.99,49.04,0,5.31,1.72,0.21,0.05,15.96,220.8,1.18,3.94
DE410140,156.8,155.73,12.47,58.68,23.11,5.57,34.65,58.01,0.29,1.48,1.81,0.22,0.05,17.87,246.66,1.18,3.94
DE410150,198.28,113.81,10.11,60.26,18.84,9,22.81,63.46,0.85,3.88,1.62,0.18,0.05,16.18,222.1,1.18,3.94
DE410160,254.91,199.9,15.46,47.63,31.88,8.01,41.93,49.84,0.11,0.1,1.94,0.19,0.06,16.27,223.9,1.18,3.94
DE410170,244.44,203.61,15.68,47.41,32.44,7.19,41.68,50.91,0.11,0.11,1.94,0.19,0.06,16.29,224.89,1.18,3.94
DE410180,869.95,182.69,16.12,43.1,32.5,8.9,65.34,24.62,0.03,1.11,1.87,0.21,0.06,16.27,219.24,1.18,3.94
DE410210,620.24,117.87,9.95,66.83,18.99,6.04,45.09,48.49,0,0.38,1.6,0.22,0.06,17.05,244.35,1.18,3.94
DE410230,235.44,106.7,8.69,72.8,17.12,2.71,57.41,39.7,0,0.18,1.56,0.23,0.06,17.81,254.1,1.18,3.94
DE410260,1890.89,74.53,8.99,67.63,16.3,3.73,38.03,53.61,0.32,4.31,1.6,0.18,0.05,17.44,247.09,1.18,3.94
DE410610,323.42,75.18,8.28,73.11,16.08,3.91,67.56,27.9,0.64,0,1.52,0.24,0.06,16.83,247.71,1.18,3.95
DE410730,80.92,72.31,7.04,75.13,14.22,7.74,76.51,15.45,0,0.3,1.58,0.19,0.06,18.83,255.97,1.18,3.95
DE410790,180.9,78.91,7.6,64.64,16.44,15.62,69.72,14.25,0.16,0.25,1.71,0.22,0.05,16.33,226.39,1.18,3.95
DE410800,109.98,86.58,8.77,67.97,18.63,8.83,71.92,19.25,0,0,1.66,0.16,0.04,15.69,218.42,1.18,3.95
DE410810,528.75,94.7,8.55,73.78,15.96,2.8,42.93,54.04,0.09,0.14,1.57,0.22,0.06,17.14,252.61,1.18,3.95
DE410820,22.02,106.06,8.97,70.22,17.48,4.14,50.83,45.04,0,0,1.57,0.18,0.05,15.41,224.27,1.18,3.95
DE410830,285.82,112.29,8.96,70.85,18.68,2.37,55.08,42.43,0,0.12,1.58,0.22,0.06,16.98,244.43,1.18,3.95
DE410860,676.03,86.61,8.08,75.45,14.63,2.53,38.04,58.9,0.12,0.41,1.57,0.21,0.05,17.41,252.8,1.18,3.95
DE410910,88.54,55.72,6.3,68.66,9.97,3.59,23.47,62.03,0,10.91,1.61,0.25,0.05,17.16,244.34,1.18,3.95
DE410970,588.44,49.7,7.6,68.7,10.71,17.43,46.41,33.37,0.91,1.88,1.56,0.24,0.05,17.64,252.65,1.18,3.95
DE411020,47.19,59.86,7.48,70.57,11.51,8.25,9.31,75.7,0,6.74,1.49,0.23,0.05,16.86,236.77,1.18,3.95
DE411040,71.53,56.42,7.35,69.13,10.67,9.72,15.54,67.19,0,7.56,1.46,0.26,0.05,15.78,222.93,1.18,3.95
DE411060,24.33,49.42,6.5,59.9,8.4,13.98,5.37,65.08,0,15.58,1.55,0.21,0.05,17.12,241.36,1.18,3.96
DE411100,47.71,47.83,6.27,58.31,8.13,22.97,10.99,54.4,0,11.63,1.55,0.28,0.05,16.54,229.78,1.18,3.96
DE411150,23.58,59.38,8.35,73.17,12.43,2.53,20.86,72.93,0,3.69,1.43,0.23,0.04,15.54,222.17,1.18,3.96
DE411170,6.43,71.46,5.99,68.44,10.7,2.05,5.65,82.97,0,9.33,1.6,0.25,0.05,15.69,221.11,1.18,3.96
DE411180,28.15,73.76,6.61,66.41,13.29,13.79,75.85,10.36,0,0,1.69,0.23,0.05,15.72,229.61,1.18,3.96
DE411200,432.19,88.71,9.78,66.87,18.13,7.58,59.63,32.79,0,0,1.48,0.21,0.05,17.79,255.45,1.18,3.96
DE411220,1794.61,68.79,9.41,70.34,15.85,6.13,46.78,46.42,0.11,0.56,1.5,0.23,0.06,17.18,253.74,1.18,3.96
DE411230,203.64,76.26,9.9,72.31,16.57,2.37,35.1,62.53,0,0,1.49,0.24,0.05,17.71,256.86,1.18,3.96
DE411240,1759,69,9.43,70.5,15.89,5.82,47.38,46.11,0.12,0.58,1.51,0.23,0.06,17.18,253.64,1.18,3.96
DE411270,87.74,58.16,9.24,73.93,14.31,2.65,32.39,64.65,0,0.31,1.54,0.31,0.05,19.19,264.23,1.18,3.96
DE411280,239.2,119.21,11.98,63.3,23.34,1.58,54.56,43.69,0,0.16,1.62,0.15,0.06,17.32,238.51,1.18,3.96
DE411290,465.23,97.72,11.25,65.56,21.43,2.67,54.03,43.22,0,0.08,1.57,0.17,0.06,17.88,253.92,1.18,3.97
DE411300,472.48,97.04,11.2,65.67,21.33,2.68,54.05,43.19,0,0.08,1.57,0.17,0.06,17.71,254.01,1.18,3.97
DE411310,85.24,150.48,11.48,64.13,23.64,0.82,40.34,58.83,0,0,1.67,0.07,0.07,18.6,249.99,1.18,3.97
DE411320,515.06,93.36,10.99,65.92,20.92,3.19,53.97,42.6,0.07,0.17,1.56,0.18,0.06,17.76,253.13,1.18,3.97
DE411340,773.43,66.05,9.58,70.87,15.98,4.78,40.76,53.39,0.18,0.88,1.54,0.22,0.05,16.72,253.07,1.18,3.97
DE411350,773.43,66.05,9.58,70.87,15.98,4.78,40.76,53.39,0.18,0.88,1.55,0.25,0.05,17.71,255.69,1.18,3.97
DE411390,331.42,98.38,11.27,66.37,21.56,1.76,40.93,57.31,0,0,1.56,0.16,0.07,17.91,251.36,1.18,3.97
DE411400,334.14,97.96,11.24,66.49,21.48,1.75,40.59,57.66,0,0,1.57,0.19,0.06,17.88,252.71,1.18,3.97
DE411410,107.74,108.77,11.34,66.44,21.81,0.85,23.91,75.24,0,0,1.61,0.2,0.05,17.68,253.32,1.18,3.97
DE411440,1671.85,70.3,9.43,70.5,15.94,5.74,46.39,47.15,0.12,0.61,1.53,0.26,0.05,17.3,253.98,1.18,3.97
DE411720,353.03,58.04,10.43,72.81,14.82,3.64,59.95,36.16,0.08,0.17,1.66,0.24,0.04,18.47,252.3,1.18,3.97
DE411730,753.96,75.6,8.7,73.68,15.38,2.73,55.36,40.89,0.13,0.89,1.6,0.12,0.05,17.9,249.22,1.18,3.97
DE411750,44.22,90.47,7.96,72.87,18.58,1.31,93.9,4.79,0,0,1.59,0.15,0.05,17.7,250.62,1.18,3.97
DE411760,209.98,88.6,8.8,73.35,16.93,3.25,68.95,27.56,0.24,0,1.56,0.12,0.05,17.23,232.09,1.18,3.97
DE411770,536.84,81.96,8.7,74.08,15.94,2.83,56.52,40.47,0.18,0,1.66,0.14,0.04,18.41,248.59,1.18,3.97
DE411790,844.76,71.75,8.99,73.39,15.17,3.16,58.7,37.17,0.11,0.86,1.68,0.2,0.04,17.2,246.9,1.18,3.98
DE411810,76.34,82.54,8.43,70.58,16.96,5.67,84.45,9.88,0,0,1.61,0.11,0.05,18.79,251.88,1.18,3.98
DE411850,350.47,63.73,8.97,73.21,16.72,2.4,69.86,27.74,0,0,1.61,0.14,0.03,17.67,253.02,1.18,3.98
DE411920,121.62,61.49,8.69,73.22,17.12,1.74,83.12,15.14,0,0,1.66,0.2,0.04,18.46,252.77,1.18,3.98
DE411940,289.13,56.73,8.84,72.87,17.09,1.86,76.35,21.6,0,0.2,1.62,0.16,0.05,16,226.04,1.18,3.98
DE411970,731.78,75.91,8.66,70.9,18.57,2.97,82.14,14.77,0,0.12,1.69,0.18,0.04,18.25,246.65,1.18,3.98
DE412000,544.73,80.48,8.58,70.93,18.41,3.15,84.12,12.57,0,0.16,1.66,0.14,0.05,17.74,245.56,1.18,3.98
DE412010,280.89,83.37,8.54,71.35,18.46,2.65,81.63,15.56,0,0.15,1.7,0.19,0.04,17.64,246.24,1.18,3.98
DE412020,65.8,62.32,9.07,69.26,20.16,2.39,85.65,11.96,0,0,1.67,0.2,0.04,19.4,250.88,1.18,3.98
DE412050,74.5,92.72,8.13,71.69,18.12,2.16,91.06,6.18,0,0.6,1.65,0.12,0.05,18.3,248.39,1.18,3.98
DE412060,44.71,87.37,8.25,71.76,18.4,3.45,85.31,11.23,0,0,1.72,0.16,0.04,18.29,248.95,1.18,3.98
DE412070,147.15,88.38,8.15,69.95,17.89,5.51,86.64,7.54,0,0.31,1.7,0.17,0.05,17.43,247.25,1.18,3.98
DE412080,275.45,53.92,8.91,68.79,21.31,1.82,78.51,19.66,0,0,1.69,0.17,0.04,18.82,249.19,1.18,3.98
DE412090,465.84,49.05,8.45,70.72,19.38,2.41,76.26,21.33,0,0,1.7,0.17,0.05,16.84,236.53,1.18,3.98
DE412200,82.58,140.47,14.16,54.33,28.89,6.82,27.85,65.33,0,0,1.77,0.21,0.06,17.81,248.13,1.18,3.98
DE412210,27.54,135.33,11.49,57.97,23.03,14.96,17.7,67.34,0,0,1.77,0.23,0.06,17.86,248.76,1.18,3.98
DE412220,124.11,105.02,10.48,59.99,21.74,11.63,32.57,53.67,0,2.13,1.69,0.22,0.06,18.31,250.58,1.18,3.98
DE412230,134.45,80.98,6.31,76.03,13.61,4.92,18.53,76.16,0,0.39,1.7,0.19,0.07,16.58,227.55,1.18,3.98
DE412240,106.36,96.63,6.72,74.55,16.25,1.72,37.98,59.45,0,0.85,1.73,0.21,0.06,16.61,239.8,1.18,3.98
DE412260,167.86,79.43,9.07,69.49,16.65,5.81,48.87,44.31,0,1,1.66,0.16,0.05,17.98,251.27,1.18,3.98
DE412270,1043.87,39.14,18.55,53.12,25.65,4.3,75.58,19.02,0.06,1.04,1.49,0.29,0.04,18.32,256.76,1.18,3.98
DE412310,859.52,75.35,9.34,70.65,16.03,6.27,51.13,42.43,0.04,0.13,1.51,0.26,0.05,17.67,254.87,1.18,3.98
DE412320,683.8,82.13,9.7,69.31,17.16,5.7,51.53,42.72,0.05,0,1.49,0.23,0.05,17.33,255.49,1.18,3.98
DE710000,116.23,371.95,25.28,23.9,48.49,2.63,42.29,55.08,0,0,2.18,0.09,0.06,16.56,227.86,1.18,3.98
DE710010,131.88,381.01,25.74,21.87,47.92,6.54,51.47,41.99,0,0,2,0.11,0.06,16.73,238.59,1.18,3.99
DE710020,59.68,363.71,27.03,20.23,50.99,2.23,64.45,33.32,0,0,2.07,0.11,0.05,16.61,235.64,1.18,3.99
DE710030,694.28,390.47,25.23,22.16,45.22,9.41,31.92,58.44,0,0.24,2.5,-0.1,0.06,16.35,219.42,1.18,3.99
DE710040,489.99,542.95,25.86,21.79,50.54,3.66,23.88,72.45,0,0,3.06,-0.15,0.1,15.1,205.89,1.18,3.99
DE710050,2041.99,391.9,26.78,23.5,44.94,6.4,52.51,41.06,0,0.03,2.14,0.06,0.06,15.58,226.15,1.18,3.99
DE710060,74.77,387.36,25.62,26.93,45.14,4.15,41.23,54.62,0,0,1.98,0.08,0.05,17.56,238.08,1.18,3.99
DE710070,135.2,442.09,28.04,21.19,48.47,4.22,48.04,47.73,0,0,2.61,-0.1,0.07,17.69,225.59,1.18,3.99
DE710080,87.51,386.32,29.89,21.55,46.62,2.06,64.61,33.33,0,0,2.68,-0.08,0.06,17.56,225.25,1.18,3.99
DE710090,1618.16,236.21,26.38,18.47,47.28,9.57,58.76,31.45,0.03,0.19,2,0.12,0.04,16.56,232.82,1.18,3.99
DE710100,272.68,331.28,24.59,26.49,46.73,2.84,47.82,49.34,0,0,1.93,0.09,0.06,17.08,235.08,1.18,3.99
DE710110,27.48,320.14,26.48,24.37,42.34,11.7,50.72,37.58,0,0,2.59,0.04,0.05,18.04,229.23,1.18,3.99
DE710120,306.95,476.51,25.13,20.91,49.62,6.88,27.49,65.63,0,0,2.85,-0.12,0.08,15.97,213.83,1.18,3.99
DE710130,149.91,374.3,26.04,22.76,49.56,2.73,46.76,50.51,0,0,2.2,0.06,0.07,16.14,226.06,1.18,3.99
DE710150,117.78,348.91,26.98,21.2,50.21,2.31,60.56,37.13,0,0,1.9,0.09,0.06,16.91,235.41,1.18,3.99
DE710160,92.61,457.01,25.48,20.46,48.18,9.37,45.58,45.05,0,0,2.71,-0.11,0.07,16.77,220.4,1.18,3.99
DE710170,511.79,245.25,25.13,17.7,47.66,12.39,54.12,33.48,0,0,1.84,0.12,0.04,17.48,240.04,1.18,3.99
DE710180,93.91,310.94,27.86,19.87,46.9,7.18,51.48,41.34,0,0,2.41,0.04,0.05,17.42,230.16,1.18,3.99
DE710190,229.27,490.44,26.68,20.69,50.51,2.84,46.15,51.01,0,0,2.47,-0.07,0.1,16,216.91,1.18,3.99
DE710200,250.62,446.63,25.35,20.41,47.59,10.38,27.71,61.91,0,0,2.81,-0.1,0.08,15.46,212.94,1.18,3.99
DE710210,81.62,442.35,24.31,21.05,47.15,10.22,23.5,66.28,0,0,2.94,-0.16,0.07,16.52,214.55,1.18,3.99
